accession	Domain	Phylum	Class	Order	Family	Genus	Species
GB_GCA_002496395.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocalculus	s__Methanocalculus sp002496395
GB_GCA_002498365.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__VadinCA11	s__VadinCA11 sp002498365
GB_GCA_002507245.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__UBA233	s__UBA233 sp002507245
GB_GCA_003021175.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__CBA1134	s__CBA1134 sp003021175
GB_GCA_003139855.1	d__Archaea	p__Halobacteriota	c__Bog-38	o__Bog-38	f__Bog-38	g__Bog-38	s__Bog-38 sp003139855
GB_GCA_004347865.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WYZ-LMO2	s__WYZ-LMO2 sp004347865
GB_GCA_006954405.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__MX-02	s__MX-02 sp006954405
GB_GCA_011369655.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__40CM-2-53-6	f__DTDX01	g__DTDX01	s__DTDX01 sp011369655
GB_GCA_011373645.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__Caldarchaeaceae	g__Caldarchaeum	s__Caldarchaeum subterraneum_C
GB_GCA_012728895.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanosphaerulaceae	g__UBA288	s__UBA288 sp012728895
GB_GCA_013388895.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__JACAEI01	s__JACAEI01 sp013388895
GB_GCA_900314605.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_B	s__Methanobrevibacter_B sp900314605
GB_GCA_902785855.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp902785855
RS_GCF_000011185.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Thermoplasma	s__Thermoplasma volcanium
RS_GCF_000011205.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera tokodaii
RS_GCF_000017225.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus maripaludis_A
RS_GCF_000023985.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus fervens
RS_GCF_000025525.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus sp000025525
RS_GCF_000148385.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermocladiaceae	g__Vulcanisaeta	s__Vulcanisaeta distributa
RS_GCF_000193375.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermoproteaceae	g__Thermoproteus	s__Thermoproteus uzoniensis
RS_GCF_000194625.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus_C	s__Archaeoglobus_C veneficus
RS_GCF_000230955.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp000230955
RS_GCF_000234805.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum ferrireducens
RS_GCF_000304355.2	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus bourgensis
RS_GCF_000336715.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus thailandensis
RS_GCF_000337515.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovivax	s__Halovivax asiaticus
RS_GCF_000337615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema pallidum
RS_GCF_000685155.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens nitroreducens
RS_GCF_000710615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus cibarius
RS_GCF_000746205.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp000746205
RS_GCF_000765475.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanococcoides	s__Methanococcoides methylutens
RS_GCF_000966265.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Palaeococcus	s__Palaeococcus ferrophilus
RS_GCF_000970265.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina lacustris
RS_GCF_001280455.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum tropicale
RS_GCF_001402945.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Acidiplasma	s__Acidiplasma aeolicum
RS_GCF_002787055.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotenuis	s__Nitrosotenuis aquarius
RS_GCF_003697815.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halalkalicoccaceae	g__Halalkalicoccus	s__Halalkalicoccus subterraneus
RS_GCF_003722075.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanohalophilus	s__Methanohalophilus sp003722075
RS_GCF_003841505.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobius	s__Natrarchaeobius chitinivorans
RS_GCF_003977755.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Haloterrigena	s__Haloterrigena salifodinae
RS_GCF_008245225.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrarchaeobius	s__Natrarchaeobius swarupiae
RS_GCF_009674605.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp009674605
RS_GCF_011043775.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronolimnobius	s__Natronolimnobius sp011043775
RS_GCF_900083515.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma divulgatum
RS_GCF_900095385.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus chikugoensis_A
RS_GCF_900107665.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus vescus
RS_GCF_900110865.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema salaciae
RS_GCF_900113615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum aquaticum
GB_GCA_000235685.2	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanolinea	s__Methanolinea tarda
GB_GCA_000965745.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__GCA-965745	s__GCA-965745 sp000965745
GB_GCA_002494625.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__Archaeoglobus_A	s__Archaeoglobus_A sp002494625
GB_GCA_002506595.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Acidilobaceae	g__Caldisphaera	s__Caldisphaera sp002506595
GB_GCA_002508425.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanomethylovorans	s__Methanomethylovorans sp002508425
GB_GCA_003009755.1	d__Archaea	p__Thermoplasmatota	c__SW-10-69-26	o__SW-10-69-26	f__SW-10-69-26	g__SW-10-69-26	s__SW-10-69-26 sp003009755
GB_GCA_003162615.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Fen-7	s__Fen-7 sp003162615
GB_GCA_003565715.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus sp003565715
GB_GCA_011048835.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__DSDF01	s__DSDF01 sp011048835
GB_GCA_011051215.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__DSLF01	s__DSLF01 sp011051215
GB_GCA_011329225.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Methanomethylicales	f__Methanomethylicaceae	g__Methanomethylicus	s__Methanomethylicus mesodigestum_A
GB_GCA_011331095.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA213	g__UBA213	s__UBA213 sp011331095
GB_GCA_011358085.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__40CM-2-53-6	f__DTGE01	g__DTOY01	s__DTOY01 sp011358085
GB_GCA_011358645.1	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__DTNL01	f__DTNL01	g__DTNL01	s__DTNL01 sp011358645
GB_GCA_011361745.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WYZ-LMO2	s__WYZ-LMO2 sp011361745
GB_GCA_011362245.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__DTDM01	f__DTDM01	g__DTDM01	s__DTDM01 sp011362245
GB_GCA_011375775.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B24	f__DRYS01	g__DRYS01	s__DRYS01 sp011375775
GB_GCA_013329165.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocalculus	s__Methanocalculus sp9912u
RS_GCF_000009965.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus kodakarensis
RS_GCF_000012545.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera stadtmanae
RS_GCF_000013445.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__Methanospirillum hungatei
RS_GCF_000147875.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__Methanolacinia	s__Methanolacinia petrolearia
RS_GCF_000195935.2	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus abyssi
RS_GCF_000214415.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanotorris	s__Methanotorris igneus
RS_GCF_000217995.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosalsum	s__Methanosalsum zhilinae
RS_GCF_000223395.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrolobus	s__Pyrolobus fumarii
RS_GCF_000230715.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronobacterium	s__Natronobacterium gregoryi
RS_GCF_000258515.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus zilligii
RS_GCF_000328525.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halovivax	s__Halovivax ruber
RS_GCF_000350305.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus sp000350305
RS_GCF_000711905.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia_A	o__Methanosarcinales_A	f__Methermicoccaceae	g__Methermicoccus	s__Methermicoccus shengliensis
RS_GCF_001011115.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halanaeroarchaeum	s__Halanaeroarchaeum sulfurireducens
RS_GCF_001625445.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus sp001625445
RS_GCF_001639265.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_D	s__Methanobrevibacter_D filiformis
RS_GCF_002813695.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium subterraneum
RS_GCF_002844195.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halegenticoccus	s__Halegenticoccus soli
RS_GCF_003111625.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A thaueri
RS_GCF_003264935.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae_A	g__Methanothermobacter_A	s__Methanothermobacter_A tenebrarum
RS_GCF_003344565.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Saliphagus	s__Saliphagus sp003344565
RS_GCF_003605575.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halonotius	s__Halonotius sp003605575
RS_GCF_004137855.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanohalophilus	s__Methanohalophilus sp004137855
RS_GCF_004217335.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema hispanicum
RS_GCF_004799685.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus limi
RS_GCF_006546655.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus vulcani_A
RS_GCF_008124605.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
RS_GCF_008831545.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus sp008831545
RS_GCF_009617995.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium sp009617995
RS_GCF_012027395.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027395
RS_GCF_012027495.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027495
RS_GCF_012027635.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027635
RS_GCF_012726115.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula sebkhae
RS_GCF_013343295.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Metallosphaera	s__Metallosphaera tengchongensis
RS_GCF_013390375.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp000484935
RS_GCF_900109065.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halohasta	s__Halohasta litchfieldiae
RS_GCF_900114585.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter	s__Methanobrevibacter olleyae
